XS.width, XS.Qb_cap
13064, 24.0561
13065, 24.0579
13066, 24.0598
13067, 24.0616
13068, 24.0634
13069, 24.0653
13070, 24.0671
13071, 24.069
13072, 24.0708
13073, 24.0726
13074, 24.0745
13075, 24.0763
13076, 24.0782
13077, 24.08
13078, 24.0819
13079, 24.0837
13080, 24.0855
13081, 24.0874
13082, 24.0892
13083, 24.0911
13084, 24.0929
13085, 24.0947
13086, 24.0966
13087, 24.0984
13088, 24.1003
13089, 24.1021
13090, 24.1039
13091, 24.1058
13092, 24.1076
13093, 24.1095
13094, 24.1113
13095, 24.1132
13096, 24.115
13097, 24.1168
13098, 24.1187
13099, 24.1205
13100, 24.1224
13101, 24.1242
13102, 24.126
13103, 24.1279
13104, 24.1297
13105, 24.1316
13106, 24.1334
13107, 24.1352
13108, 24.1371
13109, 24.1389
13110, 24.1408
13111, 24.1426
13112, 24.1444
13113, 24.1463
13114, 24.1481
13115, 24.15
13116, 24.1518
13117, 24.1537
13118, 24.1555
13119, 24.1573
13120, 24.1592
13121, 24.161
13122, 24.1629
13123, 24.1647
13124, 24.1665
13125, 24.1684
13126, 24.1702
13127, 24.1721
13128, 24.1739
13129, 24.1757
13130, 24.1776
13131, 24.1794
13132, 24.1813
13133, 24.1831
13134, 24.185
13135, 24.1868
13136, 24.1886
13137, 24.1905
13138, 24.1923
13139, 24.1942
13140, 24.196
13141, 24.1978
13142, 24.1997
13143, 24.2015
13144, 24.2034
13145, 24.2052
13146, 24.207
13147, 24.2089
13148, 24.2107
13149, 24.2126
13150, 24.2144
13151, 24.2163
13152, 24.2181
13153, 24.2199
13154, 24.2218
13155, 24.2236
13156, 24.2255
13157, 24.2273
13158, 24.2291
13159, 24.231
13160, 24.2328
13161, 24.2347
13162, 24.2365
13163, 24.2383
13164, 24.2402
13165, 24.242
13166, 24.2439
13167, 24.2457
13168, 24.2475
13169, 24.2494
13170, 24.2512
13171, 24.2531
13172, 24.2549
13173, 24.2568
13174, 24.2586
13175, 24.2604
13176, 24.2623
13177, 24.2641
13178, 24.266
13179, 24.2678
13180, 24.2696
13181, 24.2715
13182, 24.2733
13183, 24.2752
13184, 24.277
13185, 24.2788
13186, 24.2807
13187, 24.2825
13188, 24.2844
13189, 24.2862
13190, 24.2881
13191, 24.2899
13192, 24.2917
13193, 24.2936
13194, 24.2954
13195, 24.2973
13196, 24.2991
13197, 24.3009
13198, 24.3028
13199, 24.3046
13200, 24.3065
13201, 24.3083
13202, 24.3101
13203, 24.312
13204, 24.3138
13205, 24.3157
13206, 24.3175
13207, 24.3194
13208, 24.3212
13209, 24.323
13210, 24.3249
13211, 24.3267
13212, 24.3286
13213, 24.3304
13214, 24.3322
13215, 24.3341
13216, 24.3359
13217, 24.3378
13218, 24.3396
13219, 24.3414
13220, 24.3433
13221, 24.3451
13222, 24.347
13223, 24.3488
13224, 24.3506
13225, 24.3525
13226, 24.3543
13227, 24.3562
13228, 24.358
13229, 24.3599
13230, 24.3617
13231, 24.3635
13232, 24.3654
13233, 24.3672
13234, 24.3691
13235, 24.3709
13236, 24.3727
13237, 24.3746
13238, 24.3764
13239, 24.3783
13240, 24.3801
13241, 24.3819
13242, 24.3838
13243, 24.3856
13244, 24.3875
13245, 24.3893
13246, 24.3912
13247, 24.393
13248, 24.3948
13249, 24.3967
13250, 24.3985
13251, 24.4004
13252, 24.4022
13253, 24.404
13254, 24.4059
13255, 24.4077
13256, 24.4096
13257, 24.4114
13258, 24.4132
13259, 24.4151
13260, 24.4169
13261, 24.4188
13262, 24.4206
13263, 24.4225
13264, 24.4243
13265, 24.4261
13266, 24.428
13267, 24.4298
13268, 24.4317
13269, 24.4335
13270, 24.4353
13271, 24.4372
13272, 24.439
13273, 24.4409
13274, 24.4427
13275, 24.4445
13276, 24.4464
13277, 24.4482
13278, 24.4501
13279, 24.4519
13280, 24.4537
13281, 24.4556
13282, 24.4574
13283, 24.4593
13284, 24.4611
13285, 24.463
13286, 24.4648
13287, 24.4666
13288, 24.4685
13289, 24.4703
13290, 24.4722
13291, 24.474
13292, 24.4758
13293, 24.4777
13294, 24.4795
13295, 24.4814
13296, 24.4832
13297, 24.485
13298, 24.4869
13299, 24.4887
13300, 24.4906
13301, 24.4924
13302, 24.4943
13303, 24.4961
13304, 24.4979
13305, 24.4998
13306, 24.5016
13307, 24.5035
13308, 24.5053
13309, 24.5071
13310, 24.509
13311, 24.5108
13312, 24.5127
13313, 24.5145
13314, 24.5163
13315, 24.5182
13316, 24.52
13317, 24.5219
13318, 24.5237
13319, 24.5256
13320, 24.5274
13321, 24.5292
13322, 24.5311
13323, 24.5329
13324, 24.5348
13325, 24.5366
13326, 24.5384
13327, 24.5403
13328, 24.5421
13329, 24.544
13330, 24.5458
13331, 24.5476
13332, 24.5495
13333, 24.5513
13334, 24.5532
13335, 24.555
13336, 24.5568
13337, 24.5587
13338, 24.5605
13339, 24.5624
13340, 24.5642
13341, 24.5661
13342, 24.5679
13343, 24.5697
13344, 24.5716
13345, 24.5734
13346, 24.5753
13347, 24.5771
13348, 24.5789
13349, 24.5808
13350, 24.5826
13351, 24.5845
13352, 24.5863
13353, 24.5881
13354, 24.59
13355, 24.5918
13356, 24.5937
13357, 24.5955
13358, 24.5974
13359, 24.5992
13360, 24.601
13361, 24.6029
13362, 24.6047
13363, 24.6066
13364, 24.6084
13365, 24.6102
13366, 24.6121
13367, 24.6139
13368, 24.6158
13369, 24.6176
13370, 24.6194
13371, 24.6213
13372, 24.6231
13373, 24.625
13374, 24.6268
13375, 24.6287
13376, 24.6305
13377, 24.6323
13378, 24.6342
13379, 24.636
13380, 24.6379
13381, 24.6397
13382, 24.6415
13383, 24.6434
13384, 24.6452
13385, 24.6471
13386, 24.6489
13387, 24.6507
13388, 24.6526
13389, 24.6544
13390, 24.6563
13391, 24.6581
13392, 24.6599
13393, 24.6618
13394, 24.6636
13395, 24.6655
13396, 24.6673
13397, 24.6692
13398, 24.671
13399, 24.6728
13400, 24.6747
13401, 24.6765
13402, 24.6784
13403, 24.6802
13404, 24.682
13405, 24.6839
13406, 24.6857
13407, 24.6876
13408, 24.6894
13409, 24.6912
13410, 24.6931
13411, 24.6949
13412, 24.6968
13413, 24.6986
13414, 24.7005
13415, 24.7023
13416, 24.7041
13417, 24.706
13418, 24.7078
13419, 24.7097
13420, 24.7115
13421, 24.7133
13422, 24.7152
13423, 24.717
13424, 24.7189
13425, 24.7207
13426, 24.7225
13427, 24.7244
13428, 24.7262
13429, 24.7281
13430, 24.7299
13431, 24.7318
13432, 24.7336
13433, 24.7354
13434, 24.7373
13435, 24.7391
13436, 24.741
13437, 24.7428
13438, 24.7446
13439, 24.7465
13440, 24.7483
13441, 24.7502
13442, 24.752
13443, 24.7538
13444, 24.7557
13445, 24.7575
13446, 24.7594
13447, 24.7612
13448, 24.763
13449, 24.7649
13450, 24.7667
13451, 24.7686
13452, 24.7704
13453, 24.7723
13454, 24.7741
13455, 24.7759
13456, 24.7778
13457, 24.7796
13458, 24.7815
13459, 24.7833
13460, 24.7851
13461, 24.787
13462, 24.7888
13463, 24.7907
13464, 24.7925
13465, 24.7943
13466, 24.7962
13467, 24.798
13468, 24.7999
13469, 24.8017
13470, 24.8036
13471, 24.8054
13472, 24.8072
13473, 24.8091
13474, 24.8109
13475, 24.8128
13476, 24.8146
13477, 24.8164
13478, 24.8183
13479, 24.8201
13480, 24.822
13481, 24.8238
13482, 24.8256
13483, 24.8275
13484, 24.8293
13485, 24.8312
13486, 24.833
13487, 24.8349
13488, 24.8367
13489, 24.8385
13490, 24.8404
13491, 24.8422
13492, 24.8441
13493, 24.8459
13494, 24.8477
13495, 24.8496
13496, 24.8514
13497, 24.8533
13498, 24.8551
13499, 24.8569
13500, 24.8588
13501, 24.8606
13502, 24.8625
13503, 24.8643
13504, 24.8662
13505, 24.868
13506, 24.8698
13507, 24.8717
13508, 24.8735
13509, 24.8754
13510, 24.8772
13511, 24.879
13512, 24.8809
13513, 24.8827
13514, 24.8846
13515, 24.8864
13516, 24.8882
13517, 24.8901
13518, 24.8919
13519, 24.8938
13520, 24.8956
13521, 24.8974
13522, 24.8993
13523, 24.9011
13524, 24.903
13525, 24.9048
13526, 24.9067
13527, 24.9085
13528, 24.9103
13529, 24.9122
13530, 24.914
13531, 24.9159
13532, 24.9177
13533, 24.9195
13534, 24.9214
13535, 24.9232
13536, 24.9251
13537, 24.9269
13538, 24.9287
13539, 24.9306
13540, 24.9324
13541, 24.9343
13542, 24.9361
13543, 24.938
13544, 24.9398
13545, 24.9416
13546, 24.9435
13547, 24.9453
13548, 24.9472
13549, 24.949
13550, 24.9508
13551, 24.9527
13552, 24.9545
13553, 24.9564
13554, 24.9582
13555, 24.96
13556, 24.9619
13557, 24.9637
13558, 24.9656
13559, 24.9674
13560, 24.9693
13561, 24.9711
13562, 24.9729
13563, 24.9748
13564, 24.9766
13565, 24.9785
13566, 24.9803
13567, 24.9821
13568, 24.984
13569, 24.9858
13570, 24.9877
13571, 24.9895
13572, 24.9913
13573, 24.9932
13574, 24.995
13575, 24.9969
13576, 24.9987
13577, 25.0005
13578, 25.0024
13579, 25.0042
13580, 25.0061
13581, 25.0079
13582, 25.0098
13583, 25.0116
13584, 25.0134
13585, 25.0153
13586, 25.0171
13587, 25.019
13588, 25.0208
13589, 25.0226
13590, 25.0245
13591, 25.0263
13592, 25.0282
13593, 25.03
13594, 25.0318
13595, 25.0337
13596, 25.0355
13597, 25.0374
13598, 25.0392
13599, 25.0411
13600, 25.0429
13601, 25.0447
13602, 25.0466
13603, 25.0484
13604, 25.0503
13605, 25.0521
13606, 25.0539
13607, 25.0558
13608, 25.0576
13609, 25.0595
13610, 25.0613
13611, 25.0631
13612, 25.065
13613, 25.0668
13614, 25.0687
13615, 25.0705
13616, 25.0724
13617, 25.0742
13618, 25.076
13619, 25.0779
13620, 25.0797
13621, 25.0816
13622, 25.0834
13623, 25.0852
13624, 25.0871
13625, 25.0889
13626, 25.0908
13627, 25.0926
13628, 25.0944
13629, 25.0963
13630, 25.0981
13631, 25.1
13632, 25.1018
13633, 25.1036
13634, 25.1055
13635, 25.1073
13636, 25.1092
13637, 25.111
13638, 25.1129
13639, 25.1147
13640, 25.1165
13641, 25.1184
13642, 25.1202
13643, 25.1221
13644, 25.1239
13645, 25.1257
13646, 25.1276
13647, 25.1294
13648, 25.1313
13649, 25.1331
13650, 25.1349
13651, 25.1368
13652, 25.1386
13653, 25.1405
13654, 25.1423
13655, 25.1442
13656, 25.146
13657, 25.1478
13658, 25.1497
13659, 25.1515
13660, 25.1534
13661, 25.1552
13662, 25.157
13663, 25.1589
13664, 25.1607
13665, 25.1626
13666, 25.1644
13667, 25.1662
13668, 25.1681
13669, 25.1699
13670, 25.1718
13671, 25.1736
13672, 25.1755
13673, 25.1773
13674, 25.1791
13675, 25.181
13676, 25.1828
13677, 25.1847
13678, 25.1865
13679, 25.1883
13680, 25.1902
13681, 25.192
13682, 25.1939
13683, 25.1957
13684, 25.1975
13685, 25.1994
13686, 25.2012
13687, 25.2031
13688, 25.2049
13689, 25.2067
13690, 25.2086
13691, 25.2104
13692, 25.2123
13693, 25.2141
13694, 25.216
13695, 25.2178
13696, 25.2196
13697, 25.2215
13698, 25.2233
13699, 25.2252
13700, 25.227
13701, 25.2288
13702, 25.2307
13703, 25.2325
13704, 25.2344
13705, 25.2362
13706, 25.238
13707, 25.2399
13708, 25.2417
13709, 25.2436
13710, 25.2454
13711, 25.2473
13712, 25.2491
13713, 25.2509
13714, 25.2528
13715, 25.2546
13716, 25.2565
13717, 25.2583
13718, 25.2601
13719, 25.262
13720, 25.2638
13721, 25.2657
13722, 25.2675
13723, 25.2693
13724, 25.2712
13725, 25.273
13726, 25.2749
13727, 25.2767
13728, 25.2786
13729, 25.2804
13730, 25.2822
13731, 25.2841
13732, 25.2859
13733, 25.2878
13734, 25.2896
13735, 25.2914
13736, 25.2933
13737, 25.2951
13738, 25.297
13739, 25.2988
13740, 25.3006
13741, 25.3025
13742, 25.3043
13743, 25.3062
13744, 25.308
13745, 25.3098
13746, 25.3117
13747, 25.3135
13748, 25.3154
13749, 25.3172
13750, 25.3191
13751, 25.3209
13752, 25.3227
13753, 25.3246
13754, 25.3264
13755, 25.3283
13756, 25.3301
13757, 25.3319
13758, 25.3338
13759, 25.3356
13760, 25.3375
13761, 25.3393
13762, 25.3411
13763, 25.343
13764, 25.3448
13765, 25.3467
13766, 25.3485
13767, 25.3504
13768, 25.3522
13769, 25.354
13770, 25.3559
13771, 25.3577
13772, 25.3596
13773, 25.3614
13774, 25.3632
13775, 25.3651
13776, 25.3669
13777, 25.3688
13778, 25.3706
13779, 25.3724
13780, 25.3743
13781, 25.3761
13782, 25.378
13783, 25.3798
13784, 25.3817
13785, 25.3835
13786, 25.3853
13787, 25.3872
13788, 25.389
13789, 25.3909
13790, 25.3927
13791, 25.3945
13792, 25.3964
13793, 25.3982
13794, 25.4001
13795, 25.4019
13796, 25.4037
13797, 25.4056
13798, 25.4074
13799, 25.4093
13800, 25.4111
13801, 25.4129
13802, 25.4148
13803, 25.4166
13804, 25.4185
13805, 25.4203
13806, 25.4222
13807, 25.424
13808, 25.4258
13809, 25.4277
13810, 25.4295
13811, 25.4314
13812, 25.4332
13813, 25.435
13814, 25.4369
13815, 25.4387
13816, 25.4406
13817, 25.4424
13818, 25.4442
13819, 25.4461
13820, 25.4479
13821, 25.4498
13822, 25.4516
13823, 25.4535
13824, 25.4553
13825, 25.4571
13826, 25.459
13827, 25.4608
13828, 25.4627
13829, 25.4645
13830, 25.4663
13831, 25.4682
13832, 25.47
13833, 25.4719
13834, 25.4737
13835, 25.4755
13836, 25.4774
13837, 25.4792
13838, 25.4811
13839, 25.4829
13840, 25.4848
13841, 25.4866
13842, 25.4884
13843, 25.4903
13844, 25.4921
13845, 25.494
13846, 25.4958
13847, 25.4976
13848, 25.4995
13849, 25.5013
13850, 25.5032
13851, 25.505
13852, 25.5068
13853, 25.5087
13854, 25.5105
13855, 25.5124
13856, 25.5142
13857, 25.516
13858, 25.5179
13859, 25.5197
13860, 25.5216
13861, 25.5234
13862, 25.5253
13863, 25.5271
13864, 25.5289
13865, 25.5308
13866, 25.5326
13867, 25.5345
13868, 25.5363
13869, 25.5381
13870, 25.54
13871, 25.5418
13872, 25.5437
13873, 25.5455
13874, 25.5473
13875, 25.5492
13876, 25.551
13877, 25.5529
13878, 25.5547
13879, 25.5566
13880, 25.5584
13881, 25.5602
13882, 25.5621
13883, 25.5639
13884, 25.5658
13885, 25.5676
13886, 25.5694
13887, 25.5713
13888, 25.5731
13889, 25.575
13890, 25.5768
13891, 25.5786
13892, 25.5805
13893, 25.5823
13894, 25.5842
13895, 25.586
13896, 25.5879
13897, 25.5897
13898, 25.5915
13899, 25.5934
13900, 25.5952
13901, 25.5971
13902, 25.5989
13903, 25.6007
13904, 25.6026
13905, 25.6044
13906, 25.6063
13907, 25.6081
13908, 25.6099
13909, 25.6118
13910, 25.6136
13911, 25.6155
13912, 25.6173
13913, 25.6191
13914, 25.621
13915, 25.6228
13916, 25.6247
13917, 25.6265
13918, 25.6284
13919, 25.6302
13920, 25.632
13921, 25.6339
13922, 25.6357
13923, 25.6376
13924, 25.6394
13925, 25.6412
13926, 25.6431
13927, 25.6449
13928, 25.6468
13929, 25.6486
13930, 25.6504
13931, 25.6523
13932, 25.6541
13933, 25.656
13934, 25.6578
13935, 25.6597
13936, 25.6615
13937, 25.6633
13938, 25.6652
13939, 25.667
13940, 25.6689
13941, 25.6707
13942, 25.6725
13943, 25.6744
13944, 25.6762
13945, 25.6781
13946, 25.6799
13947, 25.6817
13948, 25.6836
13949, 25.6854
13950, 25.6873
13951, 25.6891
13952, 25.691
13953, 25.6928
13954, 25.6946
13955, 25.6965
13956, 25.6983
13957, 25.7002
13958, 25.702
13959, 25.7038
13960, 25.7057
13961, 25.7075
13962, 25.7094
13963, 25.7112
13964, 25.713
13965, 25.7149
13966, 25.7167
13967, 25.7186
13968, 25.7204
13969, 25.7222
13970, 25.7241
13971, 25.7259
13972, 25.7278
13973, 25.7296
13974, 25.7315
13975, 25.7333
13976, 25.7351
13977, 25.737
13978, 25.7388
13979, 25.7407
13980, 25.7425
13981, 25.7443
13982, 25.7462
13983, 25.748
13984, 25.7499
13985, 25.7517
13986, 25.7535
13987, 25.7554
13988, 25.7572
13989, 25.7591
13990, 25.7609
13991, 25.7628
13992, 25.7646
13993, 25.7664
13994, 25.7683
13995, 25.7701
13996, 25.772
13997, 25.7738
13998, 25.7756
13999, 25.7775
14000, 25.7793
14001, 25.7812
14002, 25.783
14003, 25.7848
14004, 25.7867
14005, 25.7885
14006, 25.7904
14007, 25.7922
14008, 25.7941
14009, 25.7959
14010, 25.7977
14011, 25.7996
14012, 25.8014
14013, 25.8033
14014, 25.8051
14015, 25.8069
14016, 25.8088
14017, 25.8106
14018, 25.8125
14019, 25.8143
14020, 25.8161
14021, 25.818
14022, 25.8198
14023, 25.8217
14024, 25.8235
14025, 25.8253
14026, 25.8272
14027, 25.829
14028, 25.8309
14029, 25.8327
14030, 25.8346
14031, 25.8364
14032, 25.8382
14033, 25.8401
14034, 25.8419
14035, 25.8438
14036, 25.8456
14037, 25.8474
14038, 25.8493
14039, 25.8511
14040, 25.853
14041, 25.8548
14042, 25.8566
14043, 25.8585
14044, 25.8603
14045, 25.8622
14046, 25.864
14047, 25.8659
14048, 25.8677
14049, 25.8695
14050, 25.8714
14051, 25.8732
14052, 25.8751
14053, 25.8769
14054, 25.8787
14055, 25.8806
14056, 25.8824
14057, 25.8843
14058, 25.8861
14059, 25.8879
14060, 25.8898
14061, 25.8916
14062, 25.8935
14063, 25.8953
14064, 25.8972
14065, 25.899
14066, 25.9008
14067, 25.9027
14068, 25.9045
14069, 25.9064
14070, 25.9082
14071, 25.91
14072, 25.9119
14073, 25.9137
14074, 25.9156
14075, 25.9174
14076, 25.9192
14077, 25.9211
14078, 25.9229
14079, 25.9248
14080, 25.9266
14081, 25.9284
14082, 25.9303
14083, 25.9321
14084, 25.934
14085, 25.9358
14086, 25.9377
14087, 25.9395
14088, 25.9413
14089, 25.9432
14090, 25.945
14091, 25.9469
14092, 25.9487
14093, 25.9505
14094, 25.9524
14095, 25.9542
14096, 25.9561
14097, 25.9579
14098, 25.9597
14099, 25.9616
14100, 25.9634
14101, 25.9653
14102, 25.9671
14103, 25.969
14104, 25.9708
14105, 25.9726
14106, 25.9745
14107, 25.9763
14108, 25.9782
14109, 25.98
14110, 25.9818
14111, 25.9837
14112, 25.9855
14113, 25.9874
14114, 25.9892
14115, 25.991
14116, 25.9929
14117, 25.9947
14118, 25.9966
14119, 25.9984
14120, 26.0003
14121, 26.0021
14122, 26.0039
14123, 26.0058
14124, 26.0076
14125, 26.0095
14126, 26.0113
14127, 26.0131
14128, 26.015
14129, 26.0168
14130, 26.0187
14131, 26.0205
14132, 26.0223
14133, 26.0242
14134, 26.026
14135, 26.0279
14136, 26.0297
14137, 26.0315
14138, 26.0334
14139, 26.0352
14140, 26.0371
14141, 26.0389
14142, 26.0408
14143, 26.0426
14144, 26.0444
14145, 26.0463
14146, 26.0481
14147, 26.05
14148, 26.0518
14149, 26.0536
14150, 26.0555
14151, 26.0573
14152, 26.0592
14153, 26.061
14154, 26.0628
14155, 26.0647
14156, 26.0665
14157, 26.0684
14158, 26.0702
14159, 26.0721
14160, 26.0739
14161, 26.0757
14162, 26.0776
14163, 26.0794
14164, 26.0813
14165, 26.0831
14166, 26.0849
14167, 26.0868
14168, 26.0886
14169, 26.0905
14170, 26.0923
14171, 26.0941
14172, 26.096
14173, 26.0978
14174, 26.0997
14175, 26.1015
14176, 26.1034
14177, 26.1052
14178, 26.107
14179, 26.1089
14180, 26.1107
14181, 26.1126
14182, 26.1144
14183, 26.1162
14184, 26.1181
14185, 26.1199
14186, 26.1218
14187, 26.1236
14188, 26.1254
14189, 26.1273
14190, 26.1291
14191, 26.131
14192, 26.1328
14193, 26.1346
14194, 26.1365
14195, 26.1383
14196, 26.1402
14197, 26.142
14198, 26.1439
14199, 26.1457
14200, 26.1475
14201, 26.1494
14202, 26.1512
14203, 26.1531
14204, 26.1549
14205, 26.1567
14206, 26.1586
14207, 26.1604
14208, 26.1623
14209, 26.1641
14210, 26.1659
14211, 26.1678
14212, 26.1696
14213, 26.1715
14214, 26.1733
14215, 26.1752
14216, 26.177
14217, 26.1788
14218, 26.1807
14219, 26.1825
14220, 26.1844
14221, 26.1862
14222, 26.188
14223, 26.1899
14224, 26.1917
14225, 26.1936
14226, 26.1954
14227, 26.1972
14228, 26.1991
14229, 26.2009
14230, 26.2028
14231, 26.2046
14232, 26.2065
14233, 26.2083
14234, 26.2101
14235, 26.212
14236, 26.2138
14237, 26.2157
14238, 26.2175
14239, 26.2193
14240, 26.2212
14241, 26.223
14242, 26.2249
14243, 26.2267
14244, 26.2285
14245, 26.2304
14246, 26.2322
14247, 26.2341
14248, 26.2359
14249, 26.2377
14250, 26.2396
14251, 26.2414
14252, 26.2433
14253, 26.2451
14254, 26.247
14255, 26.2488
14256, 26.2506
14257, 26.2525
14258, 26.2543
14259, 26.2562
14260, 26.258
14261, 26.2598
14262, 26.2617
14263, 26.2635
14264, 26.2654
14265, 26.2672
14266, 26.269
14267, 26.2709
14268, 26.2727
14269, 26.2746
14270, 26.2764
14271, 26.2783
14272, 26.2801
14273, 26.2819
14274, 26.2838
14275, 26.2856
14276, 26.2875
14277, 26.2893
14278, 26.2911
14279, 26.293
14280, 26.2948
14281, 26.2967
14282, 26.2985
14283, 26.3003
14284, 26.3022
14285, 26.304
14286, 26.3059
14287, 26.3077
14288, 26.3096
14289, 26.3114
14290, 26.3132
14291, 26.3151
14292, 26.3169
14293, 26.3188
14294, 26.3206
14295, 26.3224
14296, 26.3243
14297, 26.3261
14298, 26.328
14299, 26.3298
14300, 26.3316
14301, 26.3335
14302, 26.3353
14303, 26.3372
14304, 26.339
14305, 26.3408
14306, 26.3427
14307, 26.3445
14308, 26.3464
14309, 26.3482
14310, 26.3501
14311, 26.3519
14312, 26.3537
14313, 26.3556
14314, 26.3574
14315, 26.3593
14316, 26.3611
14317, 26.3629
14318, 26.3648
14319, 26.3666
14320, 26.3685
14321, 26.3703
14322, 26.3721
14323, 26.374
14324, 26.3758
14325, 26.3777
14326, 26.3795
14327, 26.3814
14328, 26.3832
14329, 26.385
14330, 26.3869
14331, 26.3887
14332, 26.3906
14333, 26.3924
14334, 26.3942
14335, 26.3961
14336, 26.3979
14337, 26.3998
14338, 26.4016
14339, 26.4034
14340, 26.4053
14341, 26.4071
14342, 26.409
14343, 26.4108
14344, 26.4127
14345, 26.4145
14346, 26.4163
14347, 26.4182
14348, 26.42
14349, 26.4219
14350, 26.4237
14351, 26.4255
14352, 26.4274
14353, 26.4292
14354, 26.4311
14355, 26.4329
14356, 26.4347
14357, 26.4366
14358, 26.4384
14359, 26.4403
14360, 26.4421
14361, 26.4439
14362, 26.4458
14363, 26.4476
14364, 26.4495
14365, 26.4513
14366, 26.4532
14367, 26.455
14368, 26.4568
14369, 26.4587
14370, 26.4605
14371, 26.4624
14372, 26.4642
14373, 26.466
14374, 26.4679
14375, 26.4697
14376, 26.4716
14377, 26.4734
14378, 26.4752
14379, 26.4771
14380, 26.4789
14381, 26.4808
14382, 26.4826
14383, 26.4845
14384, 26.4863
14385, 26.4881
14386, 26.49
14387, 26.4918
14388, 26.4937
14389, 26.4955
14390, 26.4973
14391, 26.4992
14392, 26.501
14393, 26.5029
14394, 26.5047
14395, 26.5065
14396, 26.5084
14397, 26.5102
14398, 26.5121
14399, 26.5139
14400, 26.5158
14401, 26.5176
14402, 26.5194
14403, 26.5213
14404, 26.5231
14405, 26.525
14406, 26.5268
14407, 26.5286
14408, 26.5305
14409, 26.5323
14410, 26.5342
14411, 26.536
14412, 26.5378
14413, 26.5397
14414, 26.5415
14415, 26.5434
14416, 26.5452
14417, 26.547
14418, 26.5489
14419, 26.5507
14420, 26.5526
14421, 26.5544
14422, 26.5563
14423, 26.5581
14424, 26.5599
14425, 26.5618
14426, 26.5636
14427, 26.5655
14428, 26.5673
14429, 26.5691
14430, 26.571
14431, 26.5728
14432, 26.5747
14433, 26.5765
14434, 26.5783
14435, 26.5802
14436, 26.582
14437, 26.5839
14438, 26.5857
14439, 26.5876
14440, 26.5894
14441, 26.5912
14442, 26.5931
14443, 26.5949
14444, 26.5968
14445, 26.5986
14446, 26.6004
14447, 26.6023
14448, 26.6041
14449, 26.606
14450, 26.6078
14451, 26.6096
14452, 26.6115
14453, 26.6133
14454, 26.6152
14455, 26.617
14456, 26.6189
14457, 26.6207
14458, 26.6225
14459, 26.6244
14460, 26.6262
14461, 26.6281
14462, 26.6299
14463, 26.6317
14464, 26.6336
14465, 26.6354
14466, 26.6373
14467, 26.6391
14468, 26.6409
14469, 26.6428
14470, 26.6446
14471, 26.6465
14472, 26.6483
14473, 26.6501
14474, 26.652
14475, 26.6538
14476, 26.6557
14477, 26.6575
14478, 26.6594
14479, 26.6612
14480, 26.663
14481, 26.6649
14482, 26.6667
14483, 26.6686
14484, 26.6704
14485, 26.6722
14486, 26.6741
14487, 26.6759
14488, 26.6778
14489, 26.6796
14490, 26.6814
14491, 26.6833
14492, 26.6851
14493, 26.687
14494, 26.6888
14495, 26.6907
14496, 26.6925
14497, 26.6943
14498, 26.6962
14499, 26.698
14500, 26.6999
14501, 26.7017
14502, 26.7035
14503, 26.7054
14504, 26.7072
14505, 26.7091
14506, 26.7109
14507, 26.7127
14508, 26.7146
14509, 26.7164
14510, 26.7183
14511, 26.7201
14512, 26.722
14513, 26.7238
14514, 26.7256
14515, 26.7275
14516, 26.7293
14517, 26.7312
14518, 26.733
14519, 26.7348
14520, 26.7367
14521, 26.7385
14522, 26.7404
14523, 26.7422
14524, 26.744
14525, 26.7459
14526, 26.7477
14527, 26.7496
14528, 26.7514
14529, 26.7532
14530, 26.7551
14531, 26.7569
14532, 26.7588
14533, 26.7606
14534, 26.7625
14535, 26.7643
14536, 26.7661
14537, 26.768
14538, 26.7698
14539, 26.7717
14540, 26.7735
14541, 26.7753
14542, 26.7772
14543, 26.779
14544, 26.7809
14545, 26.7827
14546, 26.7845
14547, 26.7864
14548, 26.7882
14549, 26.7901
14550, 26.7919
14551, 26.7938
14552, 26.7956
14553, 26.7974
14554, 26.7993
14555, 26.8011
14556, 26.803
14557, 26.8048
14558, 26.8066
14559, 26.8085
14560, 26.8103
14561, 26.8122
14562, 26.814
14563, 26.8158
14564, 26.8177
14565, 26.8195
14566, 26.8214
14567, 26.8232
14568, 26.8251
14569, 26.8269
14570, 26.8287
14571, 26.8306
14572, 26.8324
14573, 26.8343
14574, 26.8361
14575, 26.8379
14576, 26.8398
14577, 26.8416
14578, 26.8435
14579, 26.8453
14580, 26.8471
14581, 26.849
14582, 26.8508
14583, 26.8527
14584, 26.8545
14585, 26.8563
14586, 26.8582
14587, 26.86
14588, 26.8619
14589, 26.8637
14590, 26.8656
14591, 26.8674
14592, 26.8692
14593, 26.8711
14594, 26.8729
14595, 26.8748
14596, 26.8766
14597, 26.8784
14598, 26.8803
14599, 26.8821
14600, 26.884
14601, 26.8858
14602, 26.8876
14603, 26.8895
14604, 26.8913
14605, 26.8932
14606, 26.895
14607, 26.8969
14608, 26.8987
14609, 26.9005
14610, 26.9024
14611, 26.9042
14612, 26.9061
14613, 26.9079
14614, 26.9097
14615, 26.9116
14616, 26.9134
14617, 26.9153
14618, 26.9171
14619, 26.9189
14620, 26.9208
14621, 26.9226
14622, 26.9245
14623, 26.9263
14624, 26.9282
14625, 26.93
14626, 26.9318
14627, 26.9337
14628, 26.9355
14629, 26.9374
14630, 26.9392
14631, 26.941
14632, 26.9429
14633, 26.9447
14634, 26.9466
