XS.width, XS.Qb_cap
1254, 2.14969
1255, 2.1514
1256, 2.15311
1257, 2.15482
1258, 2.15654
1259, 2.15825
1260, 2.15996
1261, 2.16168
1262, 2.16339
1263, 2.1651
1264, 2.16681
1265, 2.16853
1266, 2.17024
1267, 2.17195
1268, 2.17366
1269, 2.17973
1270, 2.18145
1271, 2.18316
1272, 2.18488
1273, 2.1866
1274, 2.18831
1275, 2.19003
1276, 2.19174
1277, 2.19346
1278, 2.19518
1279, 2.19689
1280, 2.19861
1281, 2.20032
1282, 2.20204
1283, 2.20376
1284, 2.20547
1285, 2.2116
1286, 2.21332
1287, 2.21504
1288, 2.21676
1289, 2.21848
1290, 2.2202
1291, 2.22192
1292, 2.22364
1293, 2.22536
1294, 2.22708
1295, 2.2288
1296, 2.23052
1297, 2.23224
1298, 2.23396
1299, 2.23568
1300, 2.23739
1301, 2.23911
1302, 2.24083
1303, 2.24703
1304, 2.24876
1305, 2.25048
1306, 2.2522
1307, 2.25392
1308, 2.25565
1309, 2.25737
1310, 2.25909
1311, 2.26082
1312, 2.26254
1313, 2.26426
1314, 2.26599
1315, 2.26771
1316, 2.26943
1317, 2.27115
1318, 2.27288
1319, 2.2746
1320, 2.27632
1321, 2.28259
1322, 2.28432
1323, 2.28604
1324, 2.28777
1325, 2.2895
1326, 2.29122
1327, 2.29295
1328, 2.29468
1329, 2.2964
1330, 2.29813
1331, 2.29986
1332, 2.30158
1333, 2.30331
1334, 2.30503
1335, 2.30676
1336, 2.30849
1337, 2.31021
1338, 2.31194
1339, 2.31367
1340, 2.32001
1341, 2.32174
1342, 2.32347
1343, 2.3252
1344, 2.32693
1345, 2.32866
1346, 2.33039
1347, 2.33212
1348, 2.33385
1349, 2.33558
1350, 2.33731
1351, 2.33904
1352, 2.34077
1353, 2.3425
1354, 2.34423
1355, 2.34596
1356, 2.34769
1357, 2.34942
1358, 2.35114
1359, 2.35287
1360, 2.35929
1361, 2.36103
1362, 2.36276
1363, 2.36449
1364, 2.36623
1365, 2.36796
1366, 2.36969
1367, 2.37143
1368, 2.37316
1369, 2.37489
1370, 2.37663
1371, 2.37836
1372, 2.38009
1373, 2.38183
1374, 2.38356
1375, 2.38529
1376, 2.38703
1377, 2.38876
1378, 2.39049
1379, 2.39223
1380, 2.39396
1381, 2.40046
1382, 2.40219
1383, 2.40393
1384, 2.40567
1385, 2.4074
1386, 2.40914
1387, 2.41088
1388, 2.41261
1389, 2.41435
1390, 2.41609
1391, 2.41782
1392, 2.41956
1393, 2.4213
1394, 2.42303
1395, 2.42477
1396, 2.42651
1397, 2.42824
1398, 2.42998
1399, 2.43172
1400, 2.43345
1401, 2.43519
1402, 2.43693
1403, 2.44351
1404, 2.44525
1405, 2.44699
1406, 2.44873
1407, 2.45047
1408, 2.45221
1409, 2.45395
1410, 2.45569
1411, 2.45743
1412, 2.45917
1413, 2.46091
1414, 2.46265
1415, 2.46439
1416, 2.46613
1417, 2.46787
1418, 2.46961
1419, 2.47135
1420, 2.47309
1421, 2.47483
1422, 2.47657
1423, 2.47831
1424, 2.48005
1425, 2.48179
1426, 2.48847
1427, 2.49021
1428, 2.49195
1429, 2.4937
1430, 2.49544
1431, 2.49718
1432, 2.49893
1433, 2.50067
1434, 2.50241
1435, 2.50416
1436, 2.5059
1437, 2.50764
1438, 2.50939
1439, 2.51113
1440, 2.51288
1441, 2.51462
1442, 2.51636
1443, 2.51811
1444, 2.51985
1445, 2.52159
1446, 2.52334
1447, 2.52508
1448, 2.52682
1449, 2.52857
1450, 2.53031
1451, 2.53708
1452, 2.53882
1453, 2.54057
1454, 2.54232
1455, 2.54406
1456, 2.54581
1457, 2.54756
1458, 2.54931
1459, 2.55105
1460, 2.5528
1461, 2.55455
1462, 2.55629
1463, 2.55804
1464, 2.55979
1465, 2.56153
1466, 2.56328
1467, 2.56503
1468, 2.56678
1469, 2.56852
1470, 2.57027
1471, 2.57202
1472, 2.57376
1473, 2.57551
1474, 2.57726
1475, 2.57901
1476, 2.58075
1477, 2.58762
1478, 2.58937
1479, 2.59112
1480, 2.59287
1481, 2.59462
1482, 2.59637
1483, 2.59812
1484, 2.59987
1485, 2.60162
1486, 2.60337
1487, 2.60512
1488, 2.60687
1489, 2.60862
1490, 2.61037
1491, 2.61212
1492, 2.61387
1493, 2.61562
1494, 2.61737
1495, 2.61912
1496, 2.62088
1497, 2.62263
1498, 2.62438
1499, 2.62613
1500, 2.62788
1501, 2.62963
1502, 2.63138
1503, 2.63313
1504, 2.64009
1505, 2.64185
1506, 2.6436
1507, 2.64536
1508, 2.64711
1509, 2.64886
1510, 2.65062
1511, 2.65237
1512, 2.65413
1513, 2.65588
1514, 2.65763
1515, 2.65939
1516, 2.66114
1517, 2.6629
1518, 2.66465
1519, 2.6664
1520, 2.66816
1521, 2.66991
1522, 2.67167
1523, 2.67342
1524, 2.67517
1525, 2.67693
1526, 2.67868
1527, 2.68043
1528, 2.68219
1529, 2.68394
1530, 2.6857
1531, 2.68745
1532, 2.6892
1533, 2.69628
1534, 2.69804
1535, 2.69979
1536, 2.70155
1537, 2.70331
1538, 2.70507
1539, 2.70682
1540, 2.70858
1541, 2.71034
1542, 2.7121
1543, 2.71385
1544, 2.71561
1545, 2.71737
1546, 2.71913
1547, 2.72088
1548, 2.72264
1549, 2.7244
1550, 2.72616
1551, 2.72791
1552, 2.72967
1553, 2.73143
1554, 2.73318
1555, 2.73494
1556, 2.7367
1557, 2.73846
1558, 2.74021
1559, 2.74197
1560, 2.74373
1561, 2.74549
1562, 2.74724
1563, 2.749
1564, 2.75619
1565, 2.75795
1566, 2.75971
1567, 2.76148
1568, 2.76324
1569, 2.765
1570, 2.76676
1571, 2.76852
1572, 2.77028
1573, 2.77204
1574, 2.7738
1575, 2.77556
1576, 2.77732
1577, 2.77908
1578, 2.78084
1579, 2.78261
1580, 2.78437
1581, 2.78613
1582, 2.78789
1583, 2.78965
1584, 2.79141
1585, 2.79317
1586, 2.79493
1587, 2.79669
1588, 2.79845
1589, 2.80021
1590, 2.80197
1591, 2.80374
1592, 2.8055
1593, 2.80726
1594, 2.80902
1595, 2.81078
1596, 2.81254
1597, 2.81985
1598, 2.82162
1599, 2.82338
1600, 2.82515
1601, 2.82691
1602, 2.82868
1603, 2.83044
1604, 2.8322
1605, 2.83397
1606, 2.83573
1607, 2.8375
1608, 2.83926
1609, 2.84103
1610, 2.84279
1611, 2.84456
1612, 2.84632
1613, 2.84808
1614, 2.84985
1615, 2.85161
1616, 2.85338
1617, 2.85514
1618, 2.85691
1619, 2.85867
1620, 2.86043
1621, 2.8622
1622, 2.86396
1623, 2.86573
1624, 2.86749
1625, 2.86926
1626, 2.87102
1627, 2.87278
1628, 2.87455
1629, 2.87631
1630, 2.87808
1631, 2.87984
1632, 2.88729
1633, 2.88905
1634, 2.89082
1635, 2.89259
1636, 2.89436
1637, 2.89613
1638, 2.89789
1639, 2.89966
1640, 2.90143
1641, 2.9032
1642, 2.90496
1643, 2.90673
1644, 2.9085
1645, 2.91027
1646, 2.91204
1647, 2.9138
1648, 2.91557
1649, 2.91734
1650, 2.91911
1651, 2.92087
1652, 2.92264
1653, 2.92441
1654, 2.92618
1655, 2.92795
1656, 2.92971
